Year,Total Expenditure,"Critical Illness rate (per 10,000 population)",Life Expectancy,Province_Alberta,Province_British Columbia,Province_Manitoba,Province_New Brunswick,Province_Newfoundland and Labrador,Province_Northwest Territories,Province_Nova Scotia,Province_Nunavut,Province_Ontario,Province_Prince Edward Island,Province_Quebec,Province_Saskatchewan,Province_Yukon
2023,1240995735,561.9,82.51,0,0,0,0,0,0,0,0,1,0,0,0,0
2003,5817200969,445.9,79.95,0,0,0,0,0,0,0,0,1,0,0,0,0
2004,6453792192,458.3,80.16,0,0,0,0,0,0,0,0,1,0,0,0,0
2005,7070972532,469.2,80.36,0,0,0,0,0,0,0,0,1,0,0,0,0
2006,7597147908,476.1,80.68,0,0,0,0,0,0,0,0,1,0,0,0,0
2007,7845985214,489.8,80.86,0,0,0,0,0,0,0,0,1,0,0,0,0
2008,8350740174,482.7,81.1,0,0,0,0,0,0,0,0,1,0,0,0,0
2009,9043580582,492.9,81.27,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,8939240493,555.6,81.53,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,8983007263,562.8,81.78,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,8962772004,553.1,82.01,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,9109820009,552.4,82.19,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,9703573465,554.2,82.29,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,10304441817,561.4,82.36,0,0,0,0,0,0,0,0,1,0,0,0,0
2016,10238636025,570.2,82.41,0,0,0,0,0,0,0,0,1,0,0,0,0
2017,10788092953,583.1,82.41,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,11610323888,576.9,82.37,0,0,0,0,0,0,0,0,1,0,0,0,0
2019,11848750207,567.6,82.41,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,12133228929,514.6,82.34,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,12946831143,565.3,82.39,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,14029800658,554.8,82.45,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,14331997435,561.9,82.51,0,0,0,0,0,0,0,0,1,0,0,0,0
2003,5351887811,445.9,79.95,0,0,0,0,0,0,0,0,1,0,0,0,0
2004,5052567520,458.3,80.16,0,0,0,0,0,0,0,0,1,0,0,0,0
2005,5639113511,469.2,80.36,0,0,0,0,0,0,0,0,1,0,0,0,0
2006,6138473255,476.1,80.68,0,0,0,0,0,0,0,0,1,0,0,0,0
2007,6256120459,489.8,80.86,0,0,0,0,0,0,0,0,1,0,0,0,0
2008,6470388431,482.7,81.1,0,0,0,0,0,0,0,0,1,0,0,0,0
2009,7012317820,492.9,81.27,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,7297309712,555.6,81.53,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,7745100240,562.8,81.78,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,7918300004,553.1,82.01,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,7255172394,552.4,82.19,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,7332078649,554.2,82.29,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,7631697748,561.4,82.36,0,0,0,0,0,0,0,0,1,0,0,0,0
2016,7993256155,570.2,82.41,0,0,0,0,0,0,0,0,1,0,0,0,0
2017,8427647333,583.1,82.41,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,8867442793,576.9,82.37,0,0,0,0,0,0,0,0,1,0,0,0,0
2019,9984255257,567.6,82.41,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,10529814737,514.6,82.34,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,11478870260,565.3,82.39,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,15458750250,554.8,82.45,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,15054700389,561.9,82.51,0,0,0,0,0,0,0,0,1,0,0,0,0
2003,1114962750,445.9,79.95,0,0,0,0,0,0,0,0,1,0,0,0,0
2004,1210204869,458.3,80.16,0,0,0,0,0,0,0,0,1,0,0,0,0
2005,1255078096,469.2,80.36,0,0,0,0,0,0,0,0,1,0,0,0,0
2006,1331661925,476.1,80.68,0,0,0,0,0,0,0,0,1,0,0,0,0
2007,1480939235,489.8,80.86,0,0,0,0,0,0,0,0,1,0,0,0,0
2008,1236366812,482.7,81.1,0,0,0,0,0,0,0,0,1,0,0,0,0
2009,1189842925,492.9,81.27,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,1218123860,555.6,81.53,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,1187097332,562.8,81.78,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,1232537560,553.1,82.01,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,1281946759,552.4,82.19,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,1309324713,554.2,82.29,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,1402292879,561.4,82.36,0,0,0,0,0,0,0,0,1,0,0,0,0
2016,1497364637,570.2,82.41,0,0,0,0,0,0,0,0,1,0,0,0,0
2017,1764891498,583.1,82.41,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,1844818300,576.9,82.37,0,0,0,0,0,0,0,0,1,0,0,0,0
2019,1764443252,567.6,82.41,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,1443431266,514.6,82.34,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,1340196811,565.3,82.39,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,1676037817,554.8,82.45,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,1718843989,561.9,82.51,0,0,0,0,0,0,0,0,1,0,0,0,0
2003,3617761653,445.9,79.95,0,0,0,0,0,0,0,0,1,0,0,0,0
2004,3352023478,458.3,80.16,0,0,0,0,0,0,0,0,1,0,0,0,0
2005,3532181599,469.2,80.36,0,0,0,0,0,0,0,0,1,0,0,0,0
2006,3835874843,476.1,80.68,0,0,0,0,0,0,0,0,1,0,0,0,0
2007,4113437928,489.8,80.86,0,0,0,0,0,0,0,0,1,0,0,0,0
2008,5048163205,482.7,81.1,0,0,0,0,0,0,0,0,1,0,0,0,0
2009,5123999501,492.9,81.27,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,5083567447,555.6,81.53,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,5278471200,562.8,81.78,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,8890080620,553.1,82.01,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,7209309704,552.4,82.19,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,7533591518,554.2,82.29,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,7792519595,561.4,82.36,0,0,0,0,0,0,0,0,1,0,0,0,0
2016,8083479446,570.2,82.41,0,0,0,0,0,0,0,0,1,0,0,0,0
2017,8321623260,583.1,82.41,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,8622628468,576.9,82.37,0,0,0,0,0,0,0,0,1,0,0,0,0
2019,8982493855,567.6,82.41,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,9235482825,514.6,82.34,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,9643195886,565.3,82.39,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,10236189220,554.8,82.45,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,11141377005,561.9,82.51,0,0,0,0,0,0,0,0,1,0,0,0,0
2003,0,445.9,79.95,0,0,0,0,0,0,0,0,1,0,0,0,0
2004,0,458.3,80.16,0,0,0,0,0,0,0,0,1,0,0,0,0
2005,0,469.2,80.36,0,0,0,0,0,0,0,0,1,0,0,0,0
2006,0,476.1,80.68,0,0,0,0,0,0,0,0,1,0,0,0,0
2007,0,489.8,80.86,0,0,0,0,0,0,0,0,1,0,0,0,0
2008,0,482.7,81.1,0,0,0,0,0,0,0,0,1,0,0,0,0
2009,0,492.9,81.27,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,0,555.6,81.53,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,0,562.8,81.78,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,0,553.1,82.01,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,0,552.4,82.19,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,0,554.2,82.29,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,0,561.4,82.36,0,0,0,0,0,0,0,0,1,0,0,0,0
2016,0,570.2,82.41,0,0,0,0,0,0,0,0,1,0,0,0,0
2017,0,583.1,82.41,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,0,576.9,82.37,0,0,0,0,0,0,0,0,1,0,0,0,0
2019,0,567.6,82.41,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,18527139963,514.6,82.34,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,23342864091,565.3,82.39,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,5759252069,554.8,82.45,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,0,561.9,82.51,0,0,0,0,0,0,0,0,1,0,0,0,0
2003,63518088477,445.9,79.95,0,0,0,0,0,0,0,0,1,0,0,0,0
2004,68201726836,458.3,80.16,0,0,0,0,0,0,0,0,1,0,0,0,0
2005,72713126528,469.2,80.36,0,0,0,0,0,0,0,0,1,0,0,0,0
2006,77170262844,476.1,80.68,0,0,0,0,0,0,0,0,1,0,0,0,0
2007,84102272366,489.8,80.86,0,0,0,0,0,0,0,0,1,0,0,0,0
2008,88568541002,482.7,81.1,0,0,0,0,0,0,0,0,1,0,0,0,0
2009,94275367864,492.9,81.27,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,98545654083,555.6,81.53,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,101580691258,562.8,81.78,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,106405317626,553.1,82.01,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,108754290036,552.4,82.19,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,111676276511,554.2,82.29,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,114441638639,561.4,82.36,0,0,0,0,0,0,0,0,1,0,0,0,0
2016,117020173060,570.2,82.41,0,0,0,0,0,0,0,0,1,0,0,0,0
2017,121008568395,583.1,82.41,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,126098290029,576.9,82.37,0,0,0,0,0,0,0,0,1,0,0,0,0
2019,131231029891,567.6,82.41,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,154447430863,514.6,82.34,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,165157379970,565.3,82.39,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,167698643643,554.8,82.45,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,169266082925,561.9,82.51,0,0,0,0,0,0,0,0,1,0,0,0,0
2003,2609280826,465.4,78.54,0,0,1,0,0,0,0,0,0,0,0,0,0
2004,2776289089,478.5,78.71,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,2935030981,481.6,78.87,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,3149072006,484.6,79.13,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,3430343849,500.7,79.23,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,3774991692,505.1,79.33,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,4058739658,516.3,79.38,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,4260131616,508.7,79.64,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,4433142296,516.1,79.77,0,0,1,0,0,0,0,0,0,0,0,0,0
2012,4531024899,498.4,79.95,0,0,1,0,0,0,0,0,0,0,0,0,0
2013,4633338462,501.4,80.07,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,4629208513,503.7,80.1,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,4849074104,499.4,80.1,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,4983653816,496.5,79.99,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,5087953330,503.8,79.98,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,5111079607,514.9,79.97,0,0,1,0,0,0,0,0,0,0,0,0,0
2019,5119035344,524.1,80.04,0,0,1,0,0,0,0,0,0,0,0,0,0
2020,5395127219,508.6,79.88,0,0,1,0,0,0,0,0,0,0,0,0,0
2021,5440744599,510.1,80.12,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,5786855637,506.3,80.18,0,0,1,0,0,0,0,0,0,0,0,0,0
2023,5959521599,510.7,80.23,0,0,1,0,0,0,0,0,0,0,0,0,0
2003,1163672661,465.4,78.54,0,0,1,0,0,0,0,0,0,0,0,0,0
2004,1251802499,478.5,78.71,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,1353202248,481.6,78.87,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,1455473062,484.6,79.13,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,1519593213,500.7,79.23,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,1639942121,505.1,79.33,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,1746598033,516.3,79.38,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,1883416225,508.7,79.64,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,1935952472,516.1,79.77,0,0,1,0,0,0,0,0,0,0,0,0,0
2012,2038565762,498.4,79.95,0,0,1,0,0,0,0,0,0,0,0,0,0
2013,2217736810,501.4,80.07,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,2372820316,503.7,80.1,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,2492723603,499.4,80.1,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,2643282957,496.5,79.99,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,2629247072,503.8,79.98,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,2746082978,514.9,79.97,0,0,1,0,0,0,0,0,0,0,0,0,0
2019,2874021342,524.1,80.04,0,0,1,0,0,0,0,0,0,0,0,0,0
2020,2820738967,508.6,79.88,0,0,1,0,0,0,0,0,0,0,0,0,0
2021,2804279784,510.1,80.12,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,3040566478,506.3,80.18,0,0,1,0,0,0,0,0,0,0,0,0,0
2023,3123227761,510.7,80.23,0,0,1,0,0,0,0,0,0,0,0,0,0
2003,66496861,465.4,78.54,0,0,1,0,0,0,0,0,0,0,0,0,0
2004,70883206,478.5,78.71,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,77743272,481.6,78.87,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,82528898,484.6,79.13,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,87416805,500.7,79.23,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,92537538,505.1,79.33,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,101914332,516.3,79.38,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,110654443,508.7,79.64,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,113045638,516.1,79.77,0,0,1,0,0,0,0,0,0,0,0,0,0
2012,113096642,498.4,79.95,0,0,1,0,0,0,0,0,0,0,0,0,0
2013,119125383,501.4,80.07,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,125412449,503.7,80.1,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,132534883,499.4,80.1,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,139638066,496.5,79.99,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,139083752,503.8,79.98,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,142626988,514.9,79.97,0,0,1,0,0,0,0,0,0,0,0,0,0
2019,149735127,524.1,80.04,0,0,1,0,0,0,0,0,0,0,0,0,0
2020,134268320,508.6,79.88,0,0,1,0,0,0,0,0,0,0,0,0,0
2021,149694752,510.1,80.12,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,172005898,506.3,80.18,0,0,1,0,0,0,0,0,0,0,0,0,0
2023,179383671,510.7,80.23,0,0,1,0,0,0,0,0,0,0,0,0,0
2003,498152431,465.4,78.54,0,0,1,0,0,0,0,0,0,0,0,0,0
2004,536800501,478.5,78.71,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,572260449,481.6,78.87,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,602476788,484.6,79.13,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,629802312,500.7,79.23,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,648192243,505.1,79.33,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,665266393,516.3,79.38,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,681796712,508.7,79.64,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,707466061,516.1,79.77,0,0,1,0,0,0,0,0,0,0,0,0,0
2012,704579312,498.4,79.95,0,0,1,0,0,0,0,0,0,0,0,0,0
2013,691366853,501.4,80.07,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,699649398,503.7,80.1,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,745638293,499.4,80.1,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,758016737,496.5,79.99,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,776092982,503.8,79.98,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,783058488,514.9,79.97,0,0,1,0,0,0,0,0,0,0,0,0,0
2019,813298823,524.1,80.04,0,0,1,0,0,0,0,0,0,0,0,0,0
2020,855708925,508.6,79.88,0,0,1,0,0,0,0,0,0,0,0,0,0
2021,940970952,510.1,80.12,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,971086100,506.3,80.18,0,0,1,0,0,0,0,0,0,0,0,0,0
2023,1163246358,510.7,80.23,0,0,1,0,0,0,0,0,0,0,0,0,0
2003,488902949,465.4,78.54,0,0,1,0,0,0,0,0,0,0,0,0,0
2004,546460755,478.5,78.71,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,590354444,481.6,78.87,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,625450723,484.6,79.13,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,675557571,500.7,79.23,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,743132716,505.1,79.33,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,824086996,516.3,79.38,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,848924655,508.7,79.64,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,879070524,516.1,79.77,0,0,1,0,0,0,0,0,0,0,0,0,0
2012,909169729,498.4,79.95,0,0,1,0,0,0,0,0,0,0,0,0,0
2013,946527660,501.4,80.07,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,1000705244,503.7,80.1,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,1092773810,499.4,80.1,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,1119042406,496.5,79.99,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,1144851871,503.8,79.98,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,1197383298,514.9,79.97,0,0,1,0,0,0,0,0,0,0,0,0,0
2019,1264676435,524.1,80.04,0,0,1,0,0,0,0,0,0,0,0,0,0
2020,1455126847,508.6,79.88,0,0,1,0,0,0,0,0,0,0,0,0,0
2021,1567373185,510.1,80.12,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,1620214348,506.3,80.18,0,0,1,0,0,0,0,0,0,0,0,0,0
2023,1711661039,510.7,80.23,0,0,1,0,0,0,0,0,0,0,0,0,0
2003,144612582,465.4,78.54,0,0,1,0,0,0,0,0,0,0,0,0,0
2004,150197850,478.5,78.71,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,158093432,481.6,78.87,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,165983914,484.6,79.13,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,165969074,500.7,79.23,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,156434930,505.1,79.33,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,174767063,516.3,79.38,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,174143143,508.7,79.64,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,178008608,516.1,79.77,0,0,1,0,0,0,0,0,0,0,0,0,0
2012,190750861,498.4,79.95,0,0,1,0,0,0,0,0,0,0,0,0,0
2013,186949071,501.4,80.07,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,178532087,503.7,80.1,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,174564079,499.4,80.1,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,182713076,496.5,79.99,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,204735904,503.8,79.98,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,217476242,514.9,79.97,0,0,1,0,0,0,0,0,0,0,0,0,0
2019,228680425,524.1,80.04,0,0,1,0,0,0,0,0,0,0,0,0,0
2020,241106054,508.6,79.88,0,0,1,0,0,0,0,0,0,0,0,0,0
2021,251239404,510.1,80.12,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,273465769,506.3,80.18,0,0,1,0,0,0,0,0,0,0,0,0,0
2023,290336084,510.7,80.23,0,0,1,0,0,0,0,0,0,0,0,0,0
2003,575826093,465.4,78.54,0,0,1,0,0,0,0,0,0,0,0,0,0
2004,616147143,478.5,78.71,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,666681742,481.6,78.87,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,702454567,484.6,79.13,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,776816354,500.7,79.23,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,840056984,505.1,79.33,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,903022470,516.3,79.38,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,937971955,508.7,79.64,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,984365111,516.1,79.77,0,0,1,0,0,0,0,0,0,0,0,0,0
2012,1114840387,498.4,79.95,0,0,1,0,0,0,0,0,0,0,0,0,0
2013,820646250,501.4,80.07,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,857336224,503.7,80.1,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,914286159,499.4,80.1,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,965635979,496.5,79.99,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,1061288737,503.8,79.98,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,1112225915,514.9,79.97,0,0,1,0,0,0,0,0,0,0,0,0,0
2019,1182165851,524.1,80.04,0,0,1,0,0,0,0,0,0,0,0,0,0
2020,1195927483,508.6,79.88,0,0,1,0,0,0,0,0,0,0,0,0,0
2021,1264739364,510.1,80.12,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,1327185816,506.3,80.18,0,0,1,0,0,0,0,0,0,0,0,0,0
2023,1424617226,510.7,80.23,0,0,1,0,0,0,0,0,0,0,0,0,0
2003,0,465.4,78.54,0,0,1,0,0,0,0,0,0,0,0,0,0
2004,0,478.5,78.71,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,0,481.6,78.87,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,0,484.6,79.13,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,0,500.7,79.23,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,0,505.1,79.33,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,0,516.3,79.38,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,0,508.7,79.64,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,0,516.1,79.77,0,0,1,0,0,0,0,0,0,0,0,0,0
2012,0,498.4,79.95,0,0,1,0,0,0,0,0,0,0,0,0,0
2013,0,501.4,80.07,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,0,503.7,80.1,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,0,499.4,80.1,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,0,496.5,79.99,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,0,503.8,79.98,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,0,514.9,79.97,0,0,1,0,0,0,0,0,0,0,0,0,0
2019,0,524.1,80.04,0,0,1,0,0,0,0,0,0,0,0,0,0
2020,978293207,508.6,79.88,0,0,1,0,0,0,0,0,0,0,0,0,0
2021,1332211495,510.1,80.12,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,337720946,506.3,80.18,0,0,1,0,0,0,0,0,0,0,0,0,0
2023,0,510.7,80.23,0,0,1,0,0,0,0,0,0,0,0,0,0
2003,6865821524,465.4,78.54,0,0,1,0,0,0,0,0,0,0,0,0,0
2004,7326056020,478.5,78.71,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,7888186705,481.6,78.87,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,8337495954,484.6,79.13,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,8896861468,500.7,79.23,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,9463729967,505.1,79.33,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,10233921346,516.3,79.38,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,10723403069,508.7,79.64,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,11167957015,516.1,79.77,0,0,1,0,0,0,0,0,0,0,0,0,0
2012,11821356748,498.4,79.95,0,0,1,0,0,0,0,0,0,0,0,0,0
2013,12315518727,501.4,80.07,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,12389615235,503.7,80.1,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,12946906469,499.4,80.1,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,13216432207,496.5,79.99,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,13570110653,503.8,79.98,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,13858782476,514.9,79.97,0,0,1,0,0,0,0,0,0,0,0,0,0
2019,14295245933,524.1,80.04,0,0,1,0,0,0,0,0,0,0,0,0,0
2020,15899891377,508.6,79.88,0,0,1,0,0,0,0,0,0,0,0,0,0
2021,16578838410,510.1,80.12,0,0,1,0,0,0,0,0,0,0,0,0,0
2022,16385921205,506.3,80.18,0,0,1,0,0,0,0,0,0,0,0,0,0
2023,17144385752,510.7,80.23,0,0,1,0,0,0,0,0,0,0,0,0,0
2003,1956814551,500.7,78.94,0,0,0,0,0,0,0,0,0,0,0,1,0
2004,2086375232,514.7,79.06,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,2264658083,504.3,79.14,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,2460011055,493.3,79.29,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,2626646780,517.9,79.39,0,0,0,0,0,0,0,0,0,0,0,1,0
2008,2843761724,520.5,79.4,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,3063255428,509.3,79.49,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,3374156725,495.0,79.51,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,3504806749,506.3,79.67,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,3662787993,501.4,79.85,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,3784829577,508.7,79.98,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,3881058603,493.7,80.1,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,3934712709,489.7,80.07,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,4019401029,496.7,80.15,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,4103223767,492.0,80.22,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,4194709159,494.7,80.24,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,4386559467,519.7,80.31,0,0,0,0,0,0,0,0,0,0,0,1,0
2020,4303238394,475.0,80.06,0,0,0,0,0,0,0,0,0,0,0,1,0
